Store,elasticity,r2
746,-0.047008590691525465,0.6190413263912959
748,-0.05045115596257495,0.5351570359500462
749,-0.09667903523844057,0.6868535736157819
750,-0.041904396506881866,0.5319198971277246
752,-0.09267952834727133,0.6686167686725559
753,-0.05429918819622645,0.6059903040871499
754,-0.06288890196398098,0.6242433463373559
756,-0.018890963181439485,0.381995681238797
759,-0.08101184762821151,0.6592957510367436
762,-0.03345720241279543,0.5371027885062989
764,-0.06533814903539797,0.6246019834057249
765,-0.04723390543203129,0.5739160388533142
769,-0.013529005557077993,0.5898067726910174
775,-0.02732467804372022,0.463319043904299
776,-0.05891755156246986,0.5486982533985952
777,-0.03301871010760095,0.5778713994108371
778,-0.057684915922989494,0.6617138446657604
782,-0.0350379010677131,0.5016767826401738
784,-0.06312177878528424,0.5963477739314433
785,-0.03173386104286137,0.5546856496529995
786,-0.10952215300762558,0.6678414874097693
792,-0.08888236133050081,0.7264587340221176
795,-0.06340252044130337,0.6277456542264865
797,-0.035027897243336686,0.664851647363577
802,-0.04241965997117943,0.5740075731823273
803,-0.05291181549124091,0.5700885357663797
804,-0.010427469434442699,0.36450084587032805
805,-0.06086613178595295,0.6263113323075826
806,-0.06677673989344968,0.6759927969733397
808,-0.07045307582861073,0.6590154197503002
815,-0.02838044057042608,0.7159281268552171
818,-0.07352005795064012,0.6572629925202844
820,-0.021325785220430077,0.43736332905507347
822,-0.04126125575138132,0.5499558707794353
825,-0.030050305309014647,0.5172459129109176
830,-0.08220821432273603,0.675966493545181
832,-0.031279435719745036,0.526279452394903
833,-0.04698785990318648,0.5847322559842629
835,-0.053471632060390455,0.5429346302147784
838,-0.049989184520050564,0.5969782964341355
844,-0.09421379566699502,0.6488089202158774
845,-0.022554239319474367,0.4063972368618406
846,-0.07776478981287498,0.6699337938993153
847,-0.014610184019837685,0.48752537307805144
848,-0.04537033356780418,0.5650002704941277
850,-0.045487475450826924,0.5412768768228178
851,-0.012161526554907438,0.4629882912018638
852,-0.06835231745703271,0.626359268170074
854,-0.034232054872888606,0.4226244392086965
855,-0.07308872824494095,0.6571951779163439
857,-0.011453870230044766,0.4265163322789858
858,-0.041034391994897015,0.5233882013585199
861,-0.038144476943811276,0.6773456471645302
862,-0.040963721825704846,0.5394386956295836
864,-0.06525539504411185,0.6614363625389272
866,-0.04328163134221935,0.559518580377948
868,-0.02571982382812274,0.44694021241544923
869,-0.08696578868762286,0.6379588277799652
872,-0.04352819792849633,0.5444330752460933
875,-0.06441647094993233,0.6062605874315914
876,-0.11574354111680038,0.666642558350012
879,-0.05718870783629461,0.5563276231225245
881,-0.08353570238544146,0.5910621685784658
887,-0.059016463135085157,0.5838355802554607
888,-0.021524447500554173,0.5260360402796902
890,-0.05125719933161382,0.5416819385166173
891,-0.011599093290874135,0.4526575397150856
893,-0.04145935413276032,0.5508348880208913
897,-0.026722860407029387,0.2718364466950072
899,-0.1108691520062639,0.7122952125096973
900,-0.04381816657969946,0.5957592028288228
