price_change,avg_price,avg_sales,avg_revenue
-0.1,0.8397362180463209,6593.757888998492,5459.612800704037
-0.05,0.8863882301600049,6576.979726421755,5748.309033768317
0.0,0.9330402422736896,6560.201563845016,6035.466783759222
0.05,0.9796922543873742,6543.423401268276,6321.086050676753
0.1,1.026344266501059,6526.645238691541,6605.16683452091
